0,9684
0,32556
0,8205
0,1938
0,31654
0,40935
0,42317
0,42687
0,11014
1,15853
1,9037
1,6233
1,18938
1,21615
2,49201
2,34381
2,38330
3,44515
3,11831
3,9930
3,13354
3,10188
3,11221
3,12652
3,49922
4,33559
4,21491
4,21744
4,12453
4,6674
4,29946
4,1957
5,35852
5,43275
5,9724
5,18445
5,41531
5,18076
5,26981
5,1766
5,33470
6,30650
6,1187
6,3860
6,43093
7,31775
7,39634
7,12674
7,2246
7,16818
8,46591
8,31915
8,44387
8,29518
8,37453
8,37201
8,49776
8,27159
9,27982
9,35663
9,3339
9,2447
9,12564
9,34902
9,9084
9,32511
9,1663
10,1474
10,11615
10,31906
11,23913
11,10648
11,40006
11,10531
12,8368
12,1409
12,5679
12,270
13,24833
13,13524
13,7407
13,17657
13,37347
13,22255
13,29638
14,21806
14,6103
14,25401
14,45496
14,18221
15,34384
15,23415
15,3320
15,8649
15,24084
16,14039
16,6536
16,23259
16,12633
16,48134
16,15895
16,15564
17,31224
17,5201
17,9465
17,30041
17,17525
18,23680
18,38071
18,13269
18,14428
18,27355
18,8427
18,27951
18,8276
19,45384
19,7979
19,47392
20,14697
20,37392
20,13125
20,7148
21,8717
21,18974
21,19745
22,36112
22,8618
22,28522
23,8243
23,1852
23,31354
23,13405
23,24496
23,13194
24,22136
24,12480
24,28790
24,29544
25,33106
25,19152
25,28148
25,22867
25,35963
25,40452
26,19393
26,3496
26,49590
26,14490
26,42808
27,41011
27,17707
27,39484
28,25690
28,6415
28,3942
28,47907
29,47059
29,38623
29,8379
29,45685
29,631
29,25778
29,17708
29,29271
29,16636
30,6226
30,30256
30,18699
30,6560
30,18018
30,25830
30,19092
31,3795
31,5703
31,14038
31,10520
31,24136
31,559
32,1911
32,48609
32,27098
32,27262
33,49152
33,23446
33,49384
34,40517
34,14928
34,12652
34,35052
34,42437
34,30846
34,24135
34,27247
35,42527
35,10855
35,25566
35,3788
36,48837
36,16175
36,18709
36,30132
36,37714
36,31991
36,26660
36,45633
36,42213
37,27698
37,16448
37,18870
37,23736
38,43066
38,33301
38,38176
38,5849
38,8839
38,28003
38,38561
38,19397
39,46318
39,24476
39,32379
40,16992
40,1373
40,36107
40,10759
40,39997
40,32529
40,48754
40,2255
41,23953
41,33494
