0,46
0,6
0,10
0,34
1,12
1,20
1,32
1,15
2,4
2,39
2,40
2,16
2,7
2,10
3,2
3,38
3,36
4,25
4,35
4,36
4,31
4,9
4,23
4,47
5,9
5,0
5,34
6,43
6,26
6,28
6,41
6,23
6,40
7,23
7,1
7,28
7,0
7,33
7,16
7,39
8,23
8,16
8,47
8,37
8,38
8,1
8,7
9,32
9,22
9,18
10,14
10,9
10,19
10,17
10,6
10,10
10,42
10,2
10,40
11,2
11,14
11,47
12,27
12,2
12,17
12,32
12,34
12,26
12,11
12,4
13,13
13,40
13,39
14,6
14,7
14,22
14,47
15,14
15,1
15,23
15,29
15,4
15,7
15,25
15,45
16,26
16,4
16,39
16,34
16,23
17,1
17,38
17,47
17,21
17,7
17,22
18,39
18,11
18,36
18,47
19,28
19,2
19,24
19,26
19,25
19,49
20,37
20,1
20,35
20,49
20,39
20,25
20,44
20,4
20,13
21,5
21,42
21,37
21,25
21,38
22,34
22,47
22,32
23,12
23,45
23,25
24,15
24,29
24,34
24,0
24,4
24,7
24,16
25,13
25,3
25,36
25,48
25,4
25,16
26,7
26,13
26,36
26,20
27,30
27,40
27,45
28,47
28,40
28,19
28,20
29,29
29,21
29,48
29,7
30,48
30,35
30,8
30,42
30,12
30,22
30,46
31,27
31,18
31,20
31,1
31,31
31,17
32,29
32,12
32,37
32,19
32,7
32,1
32,16
33,36
33,12
33,43
33,14
34,13
34,1
34,14
35,14
35,29
35,39
35,9
35,2
35,1
36,9
36,12
36,21
36,45
36,7
36,41
36,8
36,49
36,46
37,1
37,32
37,30
37,0
37,12
37,29
37,8
37,48
38,49
38,1
38,16
38,0
38,46
38,3
38,10
38,32
38,40
39,34
39,14
39,29
39,45
39,41
39,25
39,15
40,30
40,24
40,23
40,10
40,38
40,19
40,9
40,26
40,33
41,32
41,3
41,30
41,0
42,12
42,18
42,23
42,27
42,37
42,46
42,3
42,33
43,34
43,29
43,47
43,14
43,16
43,1
44,12
44,3
44,10
44,33
44,48
44,14
45,21
45,1
45,10
45,33
46,8
46,34
46,0
46,27
46,9
46,32
46,10
46,6
47,31
47,17
47,40
47,12
47,37
47,10
47,34
47,15
48,6
48,5
48,37
48,18
48,11
48,3
48,20
49,14
49,40
49,38
