Route_id,Route_name,stop_name_from,id_from,stop_name_to,id_tp
1, F Market & Wharves,17th St & Castro,13311,Market St & Noe St,15687
1, F Market & Wharves,Market St & Noe St,15687,Market St & Sanchez St,15691
1, F Market & Wharves,Market St & Sanchez St,15691,Market St & Church St,15662
1, F Market & Wharves,Market St & Church St,15662,Market St & Dolores St,15668
1, F Market & Wharves,Market St & Dolores St,15668,Market St & Guerrero St  ,15675
1, F Market & Wharves,Market St & Guerrero St,15675,Market St & Gough St ,15673
1, F Market & Wharves,Market St & Gough St ,15673,Market St & South Van Ness Ave ,15692
1, F Market & Wharves,Market St & South Van Ness Ave ,15692,Market St & 9th St,15652
1, F Market & Wharves,Market St & 9th St,15652,Market St & 8th St,15651
1, F Market & Wharves,Market St & 8th St,15651,Market St & 7th St,15650
1, F Market & Wharves,Market St & 7th St,15650,Market St & 6th St,15647
1, F Market & Wharves,Market St & 6th St,15647,Market St & 5th St,15645
1, F Market & Wharves,Market St & 5th St,15645,Market St & 4th St,15643
1, F Market & Wharves,Market St & 4th St,15643,Market St & 3rd St,15640
1, F Market & Wharves,Market St & 3rd St,15640,Market St & New Montgomery St ,15685
1, F Market & Wharves,Market St & New Montgomery St ,15685,Market St & 1st St ,17264
1, F Market & Wharves,Market St & 1st St ,17264,Market St & Main St ,15682
1, F Market & Wharves,Market St & Main St ,15682,Don Chee Way & Steuart St ,14727
1, F Market & Wharves,Don Chee Way & Steuart St ,14727,The Embarcadero/Ferry Bldg ,14513
1, F Market & Wharves,The Embarcadero/Ferry Bldg ,14513,The Embarcadero & Washington St ,14532
1, F Market & Wharves,The Embarcadero & Washington St ,14532,The Embarcadero & Broadway ,14503
1, F Market & Wharves,The Embarcadero & Broadway ,14503,The Embarcadero & Green St,14517
1, F Market & Wharves,The Embarcadero & Green St,14517,The Embarcadero & Greenwich St,14515
1, F Market & Wharves,The Embarcadero & Greenwich St,14515,The Embarcadero & Sansome St ,17281
1, F Market & Wharves,The Embarcadero & Sansome St,17281,The Embarcadero & Bay St  ,14501
1, F Market & Wharves,The Embarcadero & Bay St,14501,The Embarcadero & Stockton St (Pier 39),14530
1, F Market & Wharves,The Embarcadero & Stockton St (Pier 39),14530,Jefferson St & Powell St ,15174
1, F Market & Wharves,Jefferson St & Powell St,15174,Jefferson St & Taylor St  ,15175
1, F Market & Wharves,Jefferson St & Taylor St,15175,Jones St & Beach St,15184
1, F Market & Wharves,Jones St & Beach St,15184,Beach St & Mason St,13092
1, F Market & Wharves,Beach St & Mason St,13092,Beach St & Stockton St,13095
1, F Market & Wharves,Beach St & Stockton St,13095,The Embarcadero & Bay St  ,14502
1, F Market & Wharves,The Embarcadero & Bay St  ,14502,The Embarcadero & Sansome St ,14529
1, F Market & Wharves,The Embarcadero & Sansome St ,14529,The Embarcadero & Greenwich St,14516
1, F Market & Wharves,The Embarcadero & Greenwich St,14516,The Embarcadero & Green St,14518
1, F Market & Wharves,The Embarcadero & Green St,14518,The Embarcadero & Broadway ,14504
1, F Market & Wharves,The Embarcadero & Broadway ,14504,The Embarcadero & Washington St ,14534
1, F Market & Wharves,The Embarcadero & Washington St ,14534,The Embarcadero/Ferry Bldg,17283
1, F Market & Wharves,The Embarcadero/Ferry Bldg,17283,Don Chee Way & Steuart St,14726
1, F Market & Wharves,Don Chee Way & Steuart St,14726,Market St & Drumm St,15669
1, F Market & Wharves,Market St & Drumm St,15669,Market St & Battery St,15657
1, F Market & Wharves,Market St & Battery St,15657,Market St & 2nd St,15639
1, F Market & Wharves,Market St & 2nd St,15639,Market St & Kearny St,15678
1, F Market & Wharves,Market St & Kearny St,15678,Market St & Stockton St,15694
1, F Market & Wharves,Market St & Stockton St,15694,Market St & 5th St,15655
1, F Market & Wharves,Market St & 5th St,15655,Market St & Taylor St,15695
1, F Market & Wharves,Market St & Taylor St,15695,Market St & 7th St,15656
1, F Market & Wharves,Market St & 7th St,15656,Market St & Hyde St,15676
1, F Market & Wharves,Market St & Hyde St,15676,Market St & Larkin St,15679
1, F Market & Wharves,Market St & Larkin St,15679,Market St & Van Ness Ave,15696
1, F Market & Wharves,Market St & Van Ness Ave,15696,Market St & Gough St,15672
1, F Market & Wharves,Market St & Gough St,15672,Market St & Laguna St,15681
1, F Market & Wharves,Market St & Laguna St,15681,Market St & Buchanan St,15659
1, F Market & Wharves,Market St & Buchanan St,15659,Market St & Church St,15661
1, F Market & Wharves,Market St & Church St,15661,Market St & Sanchez St,15690
1, F Market & Wharves,Market St & Sanchez St,15690,Market St & Noe St,15686
1, F Market & Wharves,Market St & Noe St,15686,17th St & Castro St,13311
2,J Church,San Jose Ave & Geneva Ave,17778,San Jose Ave & Ocean Ave,16275
2,J Church,San Jose Ave & Ocean Ave,16275,San Jose Ave & Santa Ynez Ave,16288
2,J Church,San Jose Ave & Santa Ynez Ave,16288,San Jose Ave & Santa Rosa Ave,16284
2,J Church,San Jose Ave & Santa Rosa Ave,16284,San Jose Ave/Glen Park Station,14787
2,J Church,San Jose Ave/Glen Park Station,14787,San Jose Ave & Randall St,16277
2,J Church,San Jose Ave & Randall St,16277,30th St & Dolores St,13537
2,J Church,30th St & Dolores St,13537,Church St & 30th St,14000
2,J Church,Church St & 30th St,14000,Church St & 29th St,13999
2,J Church,Church St & 29th St,13999,Church St & 27th St,13998
2,J Church,Church St & 27th St,13998,Church St & Clipper St,14003
2,J Church,Church St & Clipper St,14003,Church St & 24th St,13996
2,J Church,Church St & 24th St,13996,Church St & 22nd St,13994
2,J Church,Church St & 22nd St,13994,Right Of Way/21st St,16217
2,J Church,Right Of Way/21st St,16217,Right Of Way/Liberty St,16222
2,J Church,Right Of Way/Liberty St,16222,Right Of Way/20th St,16215
2,J Church,Right Of Way/20th St,16215,Right Of Way/18th St,16213
2,J Church,Right Of Way/18th St,16213,Church St & 16th St,13985
2,J Church,Church St & 16th St,13985,Church St & Market St,17073
2,J Church,Church St & Market St,17073,Church St & Duboce Ave,14006
2,J Church,Church St & Duboce Ave,14006,Van Ness Station,15419
2,J Church,Van Ness Station,15419,Civic Center Station,15727
2,J Church,Civic Center Station,15727,Powell Station,15417
2,J Church,Powell Station,15417,Montgomery Station,15731
2,J Church,Montgomery Station,15731,Embarcadero Station,16992
2,J Church,Embarcadero Station,17217,Montgomery Station,16994
2,J Church,Montgomery Station,16994,Powell Station,16995
2,J Church,Powell Station,16995,Civic Center Station,16997
2,J Church,Civic Center Station,16997,Van Ness Station,16996
2,J Church,Van Ness Station,16996,Church St & Market St,18059
2,J Church,Church St & Market St,18059,Church St & 16th St,13984
2,J Church,Church St & 16th St,13984,Church St & 18th St,13987
2,J Church,Church St & 18th St,13987,Right Of Way/20th St,16214
2,J Church,Right Of Way/20th St,16214,Right Of Way/Liberty St,16221
2,J Church,Right Of Way/Liberty St,16221,Right Of Way/21st St,16216
2,J Church,Right Of Way/21st St,16216,Church St & 22nd St,16218
2,J Church,Church St & 22nd St,16218,Church St & 24th St,13995
2,J Church,Church St & 24th St,13995,Church St & Clipper St,14002
2,J Church,Church St & Clipper St,14002,Church St & 27th St,13997
2,J Church,Church St & 27th St,13997,Church St & Day St,14004
2,J Church,Church St & Day St,14004,30th St & Dolores St,13538
2,J Church,30th St & Dolores St,13538,San Jose Ave & Randall St,16280
2,J Church,San Jose Ave & Randall St,16280,San Jose Ave/Glen Park Station,14788
2,J Church,San Jose Ave/Glen Park Station,14788,San Jose Ave & Santa Rosa Ave,16285
2,J Church,San Jose Ave & Santa Rosa Ave,16285,San Jose Ave & Santa Ynez Ave,16287
2,J Church,San Jose Ave & Santa Ynez Ave,16287,San Jose Ave & Ocean Ave,16274
2,J Church,San Jose Ave & Ocean Ave,16274,Balboa Park BART Mezzanine Level,15418
3,KLM Bus Muni Metro Shuttle,West Portal Ave & Sloat Blvd (Temporary Bus Bridge Stop ),17205,Ulloa St & West Portal Ave ,17976
3,KLM Bus Muni Metro Shuttle,Ulloa St & West Portal Ave ,17976,Laguna Honda Blvd/Forest Hill Station ,15247
3,KLM Bus Muni Metro Shuttle,Laguna Honda Blvd/Forest Hill Station ,15247,Market St & Castro St  ,15665
3,KLM Bus Muni Metro Shuttle,Market St & Castro St  ,15665,Market St & Noe St  ,15687
3,KLM Bus Muni Metro Shuttle,Market St & Noe St  ,15687,Market St & Sanchez St  ,15691
3,KLM Bus Muni Metro Shuttle,Market St & Sanchez St  ,15691,Market St & Church St  ,15662
3,KLM Bus Muni Metro Shuttle,Market St & Church St  ,15662,Market St & Dolores St  ,15668
3,KLM Bus Muni Metro Shuttle,Market St & Dolores St  ,15668,Market St & Guerrero St  ,15675
3,KLM Bus Muni Metro Shuttle,Market St & Guerrero St  ,15675,Market St & Gough St  ,15673
3,KLM Bus Muni Metro Shuttle,Market St & Gough St  ,15673,Market St & South Van Ness Ave  ,15692
3,KLM Bus Muni Metro Shuttle,Market St & South Van Ness Ave  ,15692,Market St & 9th St  ,15652
3,KLM Bus Muni Metro Shuttle,Market St & 9th St  ,15652,Market St & 8th St  ,15651
3,KLM Bus Muni Metro Shuttle,Market St & 8th St  ,15651,Market St & 7th St  ,15650
3,KLM Bus Muni Metro Shuttle,Market St & 7th St  ,15650,Market St & 6th St  ,15647
3,KLM Bus Muni Metro Shuttle,Market St & 6th St  ,15647,Market St & 5th St  ,15645
3,KLM Bus Muni Metro Shuttle,Market St & 5th St  ,15645,Market St & 4th St  ,15643
3,KLM Bus Muni Metro Shuttle,Market St & 4th St  ,15643,Market St & 3rd St  ,15640
3,KLM Bus Muni Metro Shuttle,Market St & 3rd St  ,15640,Market St & New Montgomery St  ,15685
3,KLM Bus Muni Metro Shuttle,Market St & New Montgomery St  ,15685,Market St & 1st St  ,17264
3,KLM Bus Muni Metro Shuttle,Market St & 1st St  ,17264,Market St & Main St  ,15682
3,KLM Bus Muni Metro Shuttle,Market St & Main St  ,15682,Market St & Beale St  ,15658
3,KLM Bus Muni Metro Shuttle,Market St & Beale St  ,15658,Spear St & Market St ,16475
3,KLM Bus Muni Metro Shuttle,Steuart St & Market St  ,16501,Market St & Drumm St  ,15669
3,KLM Bus Muni Metro Shuttle,Market St & Drumm St  ,15669,Market St & Battery St  ,15657
3,KLM Bus Muni Metro Shuttle,Market St & Battery St  ,15657,Market St & 2nd St  ,15639
3,KLM Bus Muni Metro Shuttle,Market St & 2nd St  ,15639,Market St & Kearny St  ,15678
3,KLM Bus Muni Metro Shuttle,Market St & Kearny St  ,15678,Market St & Stockton St  ,15694
3,KLM Bus Muni Metro Shuttle,Market St & Stockton St  ,15694,Market St & 5th St  ,15655
3,KLM Bus Muni Metro Shuttle,Market St & 5th St  ,15655,Market St & Taylor St  ,15695
3,KLM Bus Muni Metro Shuttle,Market St & Taylor St  ,15695,Market St & 7th St  ,15656
3,KLM Bus Muni Metro Shuttle,Market St & 7th St  ,15656,Market St & Hyde St  ,15676
3,KLM Bus Muni Metro Shuttle,Market St & Hyde St  ,15676,Market St & Larkin St  ,15679
3,KLM Bus Muni Metro Shuttle,Market St & Larkin St  ,15679,Market St & Van Ness Ave  ,15696
3,KLM Bus Muni Metro Shuttle,Market St & Van Ness Ave  ,15696,Market St & Gough St  ,15672
3,KLM Bus Muni Metro Shuttle,Market St & Gough St  ,15672,Market St & Laguna St  ,15681
3,KLM Bus Muni Metro Shuttle,Market St & Laguna St  ,15681,Market St & Buchanan St  ,15659
3,KLM Bus Muni Metro Shuttle,Market St & Buchanan St  ,15659,Market St & Church St  ,15661
3,KLM Bus Muni Metro Shuttle,Market St & Church St  ,15661,Market St & Sanchez St  ,15690
3,KLM Bus Muni Metro Shuttle,Market St & Sanchez St  ,15690,Market St & 16th St  ,15654
3,KLM Bus Muni Metro Shuttle,Market St & 16th St  ,15654,Market St & Castro St  ,15667
3,KLM Bus Muni Metro Shuttle,Market St & Castro St  ,15667,Laguna Honda Blvd/Forest Hill Station  ,15247
3,KLM Bus Muni Metro Shuttle,Laguna Honda Blvd/Forest Hill Station  ,15247,Ulloa St & Claremont Blvd  ,18039
3,KLM Bus Muni Metro Shuttle,Ulloa St & Claremont Blvd  ,18039,West Portal Ave & Sloat Blvd (Temporary Bus Bridge Stop) ,17205
4,K Ingleside, San Jose Ave & Geneva Ave ,17778, Ocean Ave/CCSF Pedestrian Bridge ,15784
4,K Ingleside,Ocean Ave/CCSF Pedestrian Bridge ,15784, Ocean Ave & Lee St ,15794
4,K Ingleside,Ocean Ave & Lee St ,15794, Ocean Ave & Miramar Ave ,15797
4,K Ingleside,Ocean Ave & Miramar Ave ,15797, Ocean Ave & Dorado Ter ,15787
4,K Ingleside,Ocean Ave & Dorado Ter ,15787, Ocean Ave & Fairfield Way ,15788
4,K Ingleside,Ocean Ave & Fairfield Way ,15788, Ocean Ave & Westgate Dr,15809
4,K Ingleside,Ocean Ave & Westgate Dr,15809, Ocean Ave & Aptos Ave ,15779
4,K Ingleside,Ocean Ave & Aptos Ave ,15779, Ocean Ave & San Leandro Way ,15806
4,K Ingleside,Ocean Ave & San Leandro Way ,15806, Junipero Serra Blvd & Ocean Ave ,17113
4,K Ingleside,Junipero Serra Blvd & Ocean Ave ,17113, West Portal Ave & Sloat Blvd (Saint Francis Cir) ,17109
4,K Ingleside,West Portal Ave & Sloat Blvd (Saint Francis Cir) ,17109, West Portal Ave & 14th Ave ,16898
4,K Ingleside, West Portal Ave & 14th Ave ,16898, West Portal Station ,16740
4,K Ingleside, West Portal Station ,16740, Forest Hill Station ,15730
4,K Ingleside, Forest Hill Station ,15730, Castro Station ,15728
4,K Ingleside, Castro Station ,15728, Church Station ,15726
4,K Ingleside, Church Station ,15726, Van Ness Station ,15419
4,K Ingleside, Van Ness Station ,15419, Civic Center Station ,15727
4,K Ingleside, Civic Center Station ,15727, Powell Station ,15417
4,K Ingleside, Powell Station ,15417, Montgomery Station ,15731
4,K Ingleside, Montgomery Station ,15731, Embarcadero Station ,16992
4,K Ingleside,Embarcadero Station,17217,Montgomery Station,16994
4,K Ingleside,Montgomery Station,16994,Powell Station,16995
4,K Ingleside,Powell Station,16995,Civic Center Station,16997
4,K Ingleside,Civic Center Station,16997,Van Ness Station,16996
4,K Ingleside,Van Ness Station,16996,Church Station,16998
4,K Ingleside,Church Station,16998,Castro Station,16991
4,K Ingleside,Castro Station,16991,Forest Hill Station,16993
4,K Ingleside,Forest Hill Station,16993,West Portal Station,16739
4,K Ingleside,West Portal Station,16739,West Portal Ave & Ulloa St,17058
4,K Ingleside,West Portal Ave & Ulloa St,17058,West Portal Ave & 14th Ave,17125
4,K Ingleside,West Portal Ave & 14th Ave,17125,West Portal Ave & Sloat Blvd (Saint Francis Cir),16503
4,K Ingleside,West Portal Ave & Sloat Blvd (Saint Francis Cir),16503,Junipero Serra Blvd & Ocean Ave,17114
4,K Ingleside,Junipero Serra Blvd & Ocean Ave,17114,Ocean Ave & San Leandro Way,15807
4,K Ingleside,Ocean Ave & San Leandro Way,15807,Ocean Ave & Aptos Ave,15780
4,K Ingleside,Ocean Ave & Aptos Ave,15780,Ocean Ave & Cerritos Ave,15786
4,K Ingleside,Ocean Ave & Cerritos Ave,15786,Ocean Ave & Victoria St,15808
4,K Ingleside,Ocean Ave & Victoria St,15808,Ocean Ave & Jules Ave,15793
4,K Ingleside,Ocean Ave & Jules Ave,15793,Ocean Ave & Miramar Ave,15798
4,K Ingleside,Ocean Ave & Miramar Ave,15798,Ocean Ave & Lee St,15795
4,K Ingleside,Ocean Ave & Lee St,15795,Ocean Ave/CCSF Pedestrian Bridge,15785
4,K Ingleside,Ocean Ave/CCSF Pedestrian Bridge,15785,Balboa Park BART Mezzanine Level,15418
5,K Ingleside Bus,San Jose Ave & Geneva Ave,16260,Ocean Ave & Geneva Ave,18014
5,K Ingleside Bus,Ocean Ave & Geneva Ave,18014,Ocean Ave & Lee St,15794
5,K Ingleside Bus,Ocean Ave & Lee St,15794,Ocean Ave & Miramar Ave,15797
5,K Ingleside Bus,Ocean Ave & Miramar Ave,15797,Ocean Ave & Dorado Ter,15787
5,K Ingleside Bus,Ocean Ave & Dorado Ter,15787,Ocean Ave & Fairfield Way,15788
5,K Ingleside Bus,Ocean Ave & Fairfield Way,15788,Ocean Ave & Westgate Dr,15809
5,K Ingleside Bus,Ocean Ave & Westgate Dr,15809,Ocean Ave & Aptos Ave,15779
5,K Ingleside Bus,Ocean Ave & Aptos Ave,15779,Ocean Ave & San Leandro Way,15806
5,K Ingleside Bus,Ocean Ave & San Leandro Way,15806,Junipero Serra Blvd & Ocean Ave,15138
5,K Ingleside Bus,Junipero Serra Blvd & Ocean Ave,15138,West Portal Ave & Sloat Blvd,17205
5,K Ingleside Bus,West Portal Ave & Sloat Blvd,17205,West Portal Ave & 14th Ave,16898
5,K Ingleside Bus,West Portal Ave & 14th Ave,16898,West Portal Ave & Ulloa St,17755
5,K Ingleside Bus,West Portal Ave & Ulloa St,17755,Portola Dr & O Shaughnessy Blvd,16121
5,K Ingleside Bus,Portola Dr & O Shaughnessy Blvd,16121,Portola Dr & Clipper St,16012
5,K Ingleside Bus,Portola Dr & Clipper St,16012,Market St & Clayton St,15663
5,K Ingleside Bus,Market St & Clayton St,15663,Market St & Castro St,15665
5,K Ingleside Bus,Market St & Castro St,15665,Market St & Noe St,15687
5,K Ingleside Bus,Market St & Noe St,15687,Market St & Sanchez St,15691
5,K Ingleside Bus,Market St & Sanchez St,15691,Market St & Church St,15662
5,K Ingleside Bus,Market St & Church St,15662,Market St & Dolores St,15668
5,K Ingleside Bus,Market St & Dolores St,15668,Market St & Guerrero St,15675
5,K Ingleside Bus,Market St & Guerrero St,15675,Market St & Gough St,15673
5,K Ingleside Bus,Market St & Gough St,15673,Market St & South Van Ness Ave,15692
5,K Ingleside Bus,Market St & South Van Ness Ave,15692,Market St & 9th St,15652
5,K Ingleside Bus,Market St & 9th St,15652,Market St & 8th St,15651
5,K Ingleside Bus,Market St & 8th St,15651,Market St & 7th St,15650
5,K Ingleside Bus,Market St & 7th St,15650,Market St & 6th St,15647
5,K Ingleside Bus,Market St & 6th St,15647,Market St & 5th St,15645
5,K Ingleside Bus,Market St & 5th St,15645,Market St & 4th St,15643
5,K Ingleside Bus,Market St & 4th St,15643,Market St & 3rd St,15640
5,K Ingleside Bus,Market St & 3rd St,15640,Market St & New Montgomery St,15685
5,K Ingleside Bus,Market St & New Montgomery St,15685,Market St & 1st St,17264
5,K Ingleside Bus,Market St & 1st St,17264,Market St & Beale St,15658
5,K Ingleside Bus,Market St & Beale St,15658,Steuart St & Mission St,16497
5,K Ingleside Bus,Steuart St & Mission St,16497,Market St & Drumm St,15669
5,K Ingleside Bus,Market St & Drumm St,15669,Market St & Battery St,15657
5,K Ingleside Bus,Market St & Battery St,15657,Market St & 2nd St,15639
5,K Ingleside Bus,Market St & 2nd St,15639,Market St & Kearny St,15678
5,K Ingleside Bus,Market St & Kearny St,15678,Market St & Stockton St,15694
5,K Ingleside Bus,Market St & Stockton St,15694,Market St & 5th St,15655
5,K Ingleside Bus,Market St & 5th St,15655,Market St & Taylor St,15695
5,K Ingleside Bus,Market St & Taylor St,15695,Market St & 7th St,15656
5,K Ingleside Bus,Market St & 7th St,15656,Market St & Hyde St,15676
5,K Ingleside Bus,Market St & Hyde St,15676,Market St & Larkin St,15679
5,K Ingleside Bus,Market St & Larkin St,15679,Market St & Van Ness Ave,15696
5,K Ingleside Bus,Market St & Van Ness Ave,15696,Market St & Gough St,15672
5,K Ingleside Bus,Market St & Gough St,15672,Market St & Laguna St,15681
5,K Ingleside Bus,Market St & Laguna St,15681,Market St & Buchanan St,15659
5,K Ingleside Bus,Market St & Buchanan St,15659,Market St & Church St,15661
5,K Ingleside Bus,Market St & Church St,15661,Market St & Sanchez St,15690
5,K Ingleside Bus,Market St & Sanchez St,15690,Market St & 16th St,15654
5,K Ingleside Bus,Market St & 16th St,15654,Market St & Castro St,15667
5,K Ingleside Bus,Market St & Castro St,15667,Market St & Clayton St,18015
5,K Ingleside Bus,Market St & Clayton St,18015,Portola Dr & Burnett Ave,16010
5,K Ingleside Bus,Portola Dr & Burnett Ave,16010,Woodside Ave & Portola Dr,16937
5,K Ingleside Bus,Woodside Ave & Portola Dr,16937,Ulloa St & Claremont Blvd,18039
5,K Ingleside Bus,Ulloa St & Claremont Blvd,18039,West Portal Ave & 14th Ave,17125
5,K Ingleside Bus,West Portal Ave & 14th Ave,17125,Junipero Serra Blvd & Sloat Blvd,15141
5,K Ingleside Bus,Junipero Serra Blvd & Sloat Blvd,15141,Ocean Ave & Junipero Serra Blvd,15792
5,K Ingleside Bus,Ocean Ave & Junipero Serra Blvd,15792,Ocean Ave & San Leandro Way,15807
5,K Ingleside Bus,Ocean Ave & San Leandro Way,15807,Ocean Ave & Aptos Ave,15780
5,K Ingleside Bus,Ocean Ave & Aptos Ave,15780,Ocean Ave & Cerritos Ave,15786
5,K Ingleside Bus,Ocean Ave & Cerritos Ave,15786,Ocean Ave & Victoria St,15808
5,K Ingleside Bus,Ocean Ave & Victoria St,15808,Ocean Ave & Jules Ave,15793
5,K Ingleside Bus,Ocean Ave & Jules Ave,15793,Ocean Ave & Miramar Ave,15798
5,K Ingleside Bus,Ocean Ave & Miramar Ave,15798,Ocean Ave & Lee St,15795
5,K Ingleside Bus,Ocean Ave & Lee St,15795,Ocean Ave & Geneva Ave,17036
5,K Ingleside Bus,Ocean Ave & Geneva Ave,17036,San Jose Ave & Geneva Ave,16260
6,L Owl, Wawona St & 46th Ave (SF Zoo),16932, 46th Ave & Vicente St,13603
6,L Owl, 46th Ave & Vicente St,13603, 46th Ave & Ulloa St,13601
6,L Owl, 46th Ave & Ulloa St,13601, 46th Ave & Taraval St,13599
6,L Owl, 46th Ave & Taraval St,13599, Taraval St & 44th Ave,16637
6,L Owl, Taraval St & 44th Ave,16637, Taraval St & 42nd Ave,16635
6,L Owl, Taraval St & 42nd Ave,16635, Taraval St & 40th Ave,16633
6,L Owl, Taraval St & 40th Ave,16633, Taraval St & Sunset Blvd,16641
6,L Owl, Taraval St & Sunset Blvd,16641, Taraval St & 32nd Ave,16629
6,L Owl, Taraval St & 32nd Ave,16629, Taraval St & 30th Ave,16627
6,L Owl, Taraval St & 30th Ave,16627, Taraval St & 26th Ave,16623
6,L Owl, Taraval St & 26th Ave,16623, Taraval St & 22nd Ave,16619
6,L Owl, Taraval St & 22nd Ave,16619, Taraval St & 19th Ave,16617
6,L Owl, Taraval St & 19th Ave,16617, Taraval St & 17th Ave,16615
6,L Owl, Taraval St & 17th Ave,16615, 15th Ave & Taraval St,13267
6,L Owl, 15th Ave & Taraval St,13267, Ulloa St & Forest Side Ave,16737
6,L Owl, Ulloa St & Forest Side Ave,16737, Ulloa St & West Portal Ave,17976
6,L Owl, Ulloa St & West Portal Ave,17976, Woodside Ave & Balceta Ave,16933
6,L Owl, Woodside Ave & Balceta Ave,16933, Woodside Ave & Hernandez Ave,16934
6,L Owl, Woodside Ave & Hernandez Ave,16934, Woodside Ave & Ulloa St,16940
6,L Owl, Woodside Ave & Ulloa St,16940, Woodside Ave & Portola Dr,16938
6,L Owl, Woodside Ave & Portola Dr,16938, Portola Dr & Glenview Dr,16112
6,L Owl, Portola Dr & Glenview Dr,16112, Portola Dr & Clipper St,16012
6,L Owl, Portola Dr & Clipper St,16012, Market St & Clayton St,15663
6,L Owl, Market St & Clayton St,15663, Market St & Castro St,15665
6,L Owl, Market St & Castro St,15665, Market St & Noe St,15687
6,L Owl, Market St & Noe St,15687, Market St & Sanchez St,15691
6,L Owl, Market St & Sanchez St,15691, Market St & Church St,18062
6,L Owl, Market St & Church St,18062, Market St & Dolores St,15668
6,L Owl, Market St & Dolores St,15668, Market St & Guerrero St,15675
6,L Owl, Market St & Guerrero St,15675, Market St & Gough St,15673
6,L Owl, Market St & Gough St,15673, Market St & South Van Ness Ave,15692
6,L Owl, Market St & South Van Ness Ave,15692, Market St & 9th St,15652
6,L Owl, Market St & 9th St,15652, Market St & 8th St,15651
6,L Owl, Market St & 8th St,15651, Market St & 7th St,15650
6,L Owl, Market St & 7th St,15650, Market St & 6th St,15647
6,L Owl, Market St & 6th St,15647, Market St & 5th St,15645
6,L Owl, Market St & 5th St,15645, Market St & 4th St,15643
6,L Owl, Market St & 4th St,15643, Market St & 3rd St,15640
6,L Owl, Market St & 3rd St,15640, Market St & New Montgomery St,15685
6,L Owl, Market St & New Montgomery St,15685, Market St & 1st St,17264
6,L Owl, Market St & 1st St,17264, Market St & Main St,15682
6,L Owl, Market St & Main St,15682, Don Chee Way & Steuart St,14727
6,L Owl, Don Chee Way & Steuart St,14727, The Embarcadero/Ferry Bldg,14513
6,L Owl, The Embarcadero/Ferry Bldg,14513, The Embarcadero & Washington St,14532
6,L Owl, The Embarcadero & Washington St,14532, The Embarcadero & Broadway,14503
6,L Owl, The Embarcadero & Broadway,14503, The Embarcadero & Green St,14517
6,L Owl, The Embarcadero & Green St,14517, The Embarcadero & Greenwich St,14515
6,L Owl, The Embarcadero & Greenwich St,14515, The Embarcadero & Sansome St,17281
6,L Owl, The Embarcadero & Sansome St,17281, The Embarcadero & Bay St,14501
6,L Owl, The Embarcadero & Bay St,14501, The Embarcadero & Stockton St (Pier 39),14530
6,L Owl, The Embarcadero & Stockton St (Pier 39),14530, Jefferson St & Powell St,15174
6,L Owl, Jefferson St & Powell St,15174, Jefferson St & Taylor St,15175
6,L Owl, Jones St & Beach St,15184, Beach St & Mason St,13092
6,L Owl, Beach St & Mason St,13092, Beach St & Stockton St,13095
6,L Owl, Beach St & Stockton St,13095, The Embarcadero & Bay St,14502
6,L Owl, The Embarcadero & Bay St,14502, The Embarcadero & Sansome St,14529
6,L Owl, The Embarcadero & Sansome St,14529, The Embarcadero & Greenwich St,14516
6,L Owl, The Embarcadero & Greenwich St,14516, The Embarcadero & Green St,14518
6,L Owl, The Embarcadero & Green St,14518, The Embarcadero & Broadway,14504
6,L Owl, The Embarcadero & Broadway,14504, The Embarcadero & Washington St,14534
6,L Owl, The Embarcadero & Washington St,14534, The Embarcadero/Ferry Bldg,17283
6,L Owl, The Embarcadero/Ferry Bldg,17283, Don Chee Way & Steuart St,14726
6,L Owl, Don Chee Way & Steuart St,14726, Steuart St & Market St,16501
6,L Owl, Steuart St & Market St,16501, Market St & Drumm St,15669
6,L Owl, Market St & Drumm St,15669, Market St & Battery St,15657
6,L Owl, Market St & Battery St,15657, Market St & 2nd St,15639
6,L Owl, Market St & 2nd St,15639, Market St & Kearny St,15678
6,L Owl, Market St & Kearny St,15678, Market St & Stockton St,15694
6,L Owl, Market St & Stockton St,15694, Market St & 5th St,15655
6,L Owl, Market St & 5th St,15655, Market St & Taylor St,15695
6,L Owl, Market St & Taylor St,15695, Market St & 7th St,15656
6,L Owl, Market St & 7th St,15656, Market St & Hyde St,15676
6,L Owl, Market St & Hyde St,15676, Market St & Larkin St,15679
6,L Owl, Market St & Larkin St,15679, Market St & Van Ness Ave,15696
6,L Owl, Market St & Van Ness Ave,15696, Market St & Gough St,15672
6,L Owl, Market St & Gough St,15672, Market St & Laguna St,15681
6,L Owl, Market St & Laguna St,15681, Market St & Buchanan St,15659
6,L Owl, Market St & Buchanan St,15659, Market St & Church St,15661
6,L Owl, Market St & Church St,15661, Market St & Sanchez St,15690
6,L Owl, Market St & Sanchez St,15690, Market St & 16th St,15654
6,L Owl, Market St & 16th St,15654, Market St & Castro St,15667
6,L Owl, Market St & Castro St,15667, 6 Portola Dr,16008
6,L Owl, 6 Portola Dr,16008, 120 Portola Dr,16009
6,L Owl, 120 Portola Dr,16009, Portola Dr & Burnett Ave,16010
6,L Owl, Portola Dr & Burnett Ave,16010, Portola Dr & Glenview Dr,16015
6,L Owl, Portola Dr & Glenview Dr,16015, Woodside Ave & Portola Dr,16937
