140.548,160,540,219.452,403.852,0.547845,2.73922e-08,2.73923e-08,-0.547845,21,0,MobPatrol
141.506,160,539.773,218.548,402.547,0.95825,4.86195e-08,-0.227028,-0.903992,21,0,MobPatrol
142.806,160,539.355,217.349,400.674,1.30017,6.76429e-08,-0.418303,-1.19962,21,0,MobPatrol
144.391,160,538.775,215.904,398.326,1.58511,8.55524e-08,-0.579566,-1.44503,21,0,MobPatrol
146.214,160,538.06,214.255,395.584,1.82227,1.03428e-07,-0.715438,-1.64842,21,0,MobPatrol
148.234,160,537.229,212.437,392.513,2.02068,1.22663e-07,-0.830611,-1.81778,21,0,MobPatrol
150.419,160,536.302,210.48,389.17,2.18478,1.44836e-07,-0.927239,-1.95715,21,0,MobPatrol
152.686,160.229,535.293,208.408,385.629,2.2664,0.228685,-1.00896,-2.0725,21,0,MobPatrol
155.075,160.415,534.215,206.24,381.899,2.38942,0.186119,-1.07824,-2.16794,21,0,MobPatrol
157.567,160.561,533.078,203.993,378.014,2.49172,0.146544,-1.13704,-2.24672,21,0,MobPatrol
160.143,160.671,531.89,201.681,374.002,2.57682,0.109373,-1.18715,-2.31171,20,0,MobPatrol
162.791,160.745,530.66,199.316,369.886,2.64777,0.0739125,-1.23014,-2.36536,19,0,MobPatrol
165.498,160.784,529.393,196.907,365.684,2.70632,0.0398011,-1.26691,-2.40912,19,0,MobPatrol
168.253,160.79,528.094,194.462,361.414,2.75498,0.00585203,-1.29888,-2.445,19,0,MobPatrol
171.048,160.761,526.768,191.988,357.088,2.79497,-0.0289269,-1.3268,-2.47401,19,0,MobPatrol
173.826,160.959,525.416,189.49,352.746,2.77836,0.198097,-1.35182,-2.4974,19,0,MobPatrol
176.641,161.106,524.041,186.975,348.362,2.81536,0.146205,-1.37458,-2.51563,19,0,MobPatrol
179.487,161.204,522.694,184.53,343.999,2.84568,0.0980305,-1.34745,-2.44485,19,0,MobPatrol
182.358,161.256,521.079,182.397,339.38,2.87069,0.0521215,-1.61484,-2.13334,18,0,MobPatrol
185.249,161.264,519.235,180.564,334.544,2.89107,0.00773792,-1.84351,-1.83294,17,0,MobPatrol
188.156,161.227,517.198,179.024,329.523,2.90754,-0.036578,-2.0376,-1.53975,17,0,MobPatrol
191.077,161.145,514.999,177.771,324.349,2.92039,-0.0823728,-2.19849,-1.25248,17,0,MobPatrol
193.963,161.289,512.672,176.803,319.086,2.88633,0.144583,-2.32739,-0.96862,17,0,MobPatrol
196.868,161.384,510.246,176.121,313.725,2.90488,0.0951833,-2.42544,-0.681513,17,0,MobPatrol
199.788,161.434,507.757,175.732,308.301,2.91994,0.0491458,-2.48924,-0.388982,17,0,MobPatrol
202.72,161.439,505.295,175.623,302.908,2.93211,0.00529509,-2.46205,-0.108933,16,0,MobPatrol
205.662,161.401,502.75,175.619,297.428,2.94178,-0.0374401,-2.5451,-0.00464383,16,0,MobPatrol
208.611,161.321,500.138,175.71,291.882,2.94918,-0.080198,-2.61246,0.091498,16,0,MobPatrol
211.565,161.196,497.471,175.892,286.283,2.95437,-0.12488,-2.66661,0.181294,15,0,MobPatrol
214.478,161.309,494.762,176.158,280.677,2.9129,0.112925,-2.70917,0.266078,15,0,MobPatrol
217.405,161.377,492.02,176.506,275.032,2.92686,0.068172,-2.74175,0.348263,15,0,MobPatrol
223.29,161.389,489.256,176.653,266.403,2.94728,-0.0140927,-2.76441,0.147567,14,0,MoveToPlayerAction
226.245,161.336,486.479,176.611,260.682,2.95443,-0.0535994,-2.77639,-0.0423631,14,0,MoveToPlayerAction
229.205,161.242,483.702,176.388,254.947,2.95974,-0.0934309,-2.77772,-0.223459,14,0,MoveToPlayerAction
232.168,161.107,480.934,175.989,249.211,2.9632,-0.135311,-2.76787,-0.398697,14,0,MoveToPlayerAction
235.084,161.22,478.189,175.415,243.519,2.9163,0.112887,-2.74485,-0.574218,13,0,MoveToPlayerAction
238.014,161.289,475.41,174.842,237.783,2.92978,0.0692203,-2.77871,-0.57282,13,0,MoveToPlayerAction
240.955,161.317,472.603,174.271,232.011,2.9407,0.0281502,-2.80694,-0.570928,12,0,MoveToPlayerAction
243.904,161.306,469.773,173.702,226.208,2.94948,-0.0114401,-2.83066,-0.568584,12,0,MoveToPlayerAction
246.86,161.255,466.922,173.137,220.382,2.95633,-0.0503375,-2.85054,-0.565817,12,0,MoveToPlayerAction
249.822,161.166,464.055,172.574,214.537,2.96137,-0.0897539,-2.86718,-0.562619,12,0,MoveToPlayerAction
252.786,161.034,461.174,172.015,208.676,2.96459,-0.132009,-2.88124,-0.55889,12,0,MoveToPlayerAction
255.7,161.156,458.28,171.461,202.842,2.91363,0.122507,-2.89317,-0.554453,11,0,MoveToPlayerAction
258.628,161.234,455.37,170.973,196.983,2.92757,0.0779826,-2.91044,-0.487316,11,0,MoveToPlayerAction
261.566,161.27,452.445,170.548,191.104,2.9389,0.0358303,-2.92512,-0.424775,10,0,MoveToPlayerAction
264.514,161.265,449.507,170.183,185.208,2.94795,-0.00474079,-2.93752,-0.365857,10,0,MoveToPlayerAction
267.469,161.22,446.559,169.873,179.299,2.95501,-0.0449388,-2.94798,-0.309181,10,0,MoveToPlayerAction
270.43,161.134,443.603,169.62,173.381,2.96018,-0.0861107,-2.95668,-0.253565,10,0,MoveToPlayerAction
